video_id,title,publishedAt,channelId,channelTitle,category,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"d4_Qm9SJIu0","India 'A' vs Pakistan 'A' | Men's T20 Emerging Teams Asia Cup | Match 4","2024-10-19T18:08:17Z","UC7ITT3ooYWDYY_ehIUbt6eg","Asian Cricket Council","Sports","24.21.10","[none]","7149526","130213","0","4401","https://i.ytimg.com/vi/d4_Qm9SJIu0/default.jpg","False","False","India 'A' vs Pakistan 'A' | Men's T20 Emerging Teams Asia Cup | Match 4"
"U7tRMt8Q3Lk","THE CHRONICLES OF LEO | Thalapathy Vijay | Lokesh Kanagaraj | Anirudh Ravichander","2024-10-19T06:30:20Z","UCn4rEMqKtwBQ6-oEwbd4PcA","Sony Music South","Music","24.21.10","Sony Music South|Sony Music|Latest Song|Tamil song|Tamil Latest Song|Latest songs in Tamil4|Songs in Tamil|Latest Tamil Movies|Tamil Movie Songs|Latest Video Songs Tamil|latest Tamil Love Songs|Latest Tamil Hit Songs|Songs in Telugu4|Telugu Movie Songs|Video Songs Telugu|new Telugu Songs","3757154","370431","0","10912","https://i.ytimg.com/vi/U7tRMt8Q3Lk/default.jpg","False","False","Presenting THE CHRONICLES OF LEO from Thalapathy’s #Leo A Special 1 year Anniversary Video from our Production House to The #Leo TeamVideo Credits: Content Coordinated by : Arun k Content Curated by : The Loop Edit by : B. Hari Babu Movie Credits:Movie: LeoStarring - Thalapathy Vijay, Sanjay Dutt, Trisha, Arjun, Gautham Vasudev Menon, Mysskin, Mansoor Ali Khan, Priya AnandWritten & Directed by Lokesh KanagarajMusic : Anirudh RavichanderProducer: Lalit KumarCo Producer : Jagadish PalanisamyBanner : Seven Screen StudioDirector of Photography : Manoj ParamahamsaAction : Anbariv Editor : Philomin Raj Art Direction : N. Sathees Kumar Choreography : DineshCostume designers - Pallavi Singh, Eka Lakhani, Praveen RajaDialogue Writer : Lokesh Kanagaraj, Rathna Kumar, Deeraj VaidyPRO :  Riaz K Ahmed  Publicity Designer : Gopi PrasannaaSound Designer : SYNC Cinema Sound Mixing : Kannan Ganapat Production Controller : KTS SwaminathanExecutive Producer : Ramkumar BalasubramanianAssociate Director : Santhosh Krishnan, Sathya, Immanuel Prakash, Rohith SuryaDI ; IGENEColorist ; Glen CastinhoAsst Colorist ;Siva SankarMusic Label - Sony Music Entertainment India Pvt. Ltd.© 2024 Sony Music Entertainment India Pvt. Ltd.Subscribe Now: http://bit.ly/SonyMusicSouthVevoSubscribe Now: http://bit.ly/SonyMusicSouthYTFollow us: https://www.instagram.com/sonymusic_south/Follow us: Twitter: https://twitter.com/SonyMusicSouthLike us: Facebook: https://www.facebook.com/SonyMusicSouthJoin our WhatsApp broadcast channel https://whatsapp.com/channel/0029VaAThD53GJOwZNFUJZ3BJoin Our Instagram broadcast channel https://ig.me/j/Abal-auA3Y5L6OtV/"
"mnWhZ3tT3i8","Son Of Satyamurthy 2 - Ram Pothineni Blockbuster Action Comedy Hindi Movie |Raashi Khanna, Sathyaraj","2024-10-19T10:30:06Z","UCyoXW-Dse7fURq30EWl_CUA","Goldmines","Film & Animation","24.21.10","Goldmines|son of satyamurthy 2 hindi dubbed movie|son of satyamurthy 2 hindi movie|son of satyamurthy 2 hindi dubbed|ram pothineni new movie|ram pothineni movies in hindi dubbed|ram pothineni movies in hindi dubbed action|hyper telugu movie hindi dubbed|raashi khanna dubbed movies|raashi khanna movie in hindi dubbed|2024 new south movie hindi dubbed|2024 south indian movie hindi dubbed|sathyaraj hindi dubbed movie","2147285","33217","0","905","https://i.ytimg.com/vi/mnWhZ3tT3i8/default.jpg","False","False","Surya is overprotective about his father, Narayana Murthy, who is an honest government officer. When Narayana Murthy locks horns with a powerful minister, Surya takes matters into his own hands.Movie:- Son Of Satyamurthy 2 (Hyper)Starcast:- Ram Pothineni, Raashi Khanna, Sathyaraj, Rao Ramesh, Murali Sharma, NareshDirected by:- Santosh SrinivasMusic by:- Mani Sharma#SonOfSatyamurthy2 #RamPothineni #Sathyaraj #RaashiKhanna #Goldmines -------------------------------------For More MoviesSubscribe:@https://www.youtube.com/GoldminesTelefilmsFollow Us OnFacebook:@https://www.facebook.com/OfficialGoldminesTeleFilmsInstagram:https://www.instagram.com/officialgoldminestelefilmsTwitter:https://twitter.com/GTelefilms"
"E-R5AMooGGU","Bigg Boss Tamil Season 8 Streaming24x7 on #Disneyplushotstartamil","2024-10-20T04:00:27Z","UC8lPjTzRiG37n1Q2kpz3Rfg","Disney+ Hotstar Tamil","Film & Animation","24.21.10","[none]","492051","6481","0","334","https://i.ytimg.com/vi/E-R5AMooGGU/default.jpg","False","False","Bigg Boss Tamil Season 8 Streaming24x7 on #Disneyplushotstartamil#BB8Streaming24x7 #VJStheBBhost #VijaySethupathi 😍 #BiggBossTamilSeason8 #BiggBossTamil #BBT #BBTamilSeason8 #பிக்பாஸ் #Disneyplushotstartamil"
"ekr2nIex040","ROSÉ & Bruno Mars - APT. (Official Music Video)","2024-10-18T04:00:07Z","UCBo1hnzxV9rz3WVsv__Rn1g","ROSÉ","Music","24.21.10","YG Entertainment|YG|와이지|K-pop|BLACKPINK|블랙핑크|블핑|로제|Rosé|BLINK|블링크|bruno mars|APT.|apt|apartment game|meet me at the|meet me at the apt|bruno mars rose apt|rose|rosesarerosie|rose apt|rose apt music video|rose apt video|rose bruno mars|rose bruno mars kiss|rose kiss","67597296","4549397","0","221899","https://i.ytimg.com/vi/ekr2nIex040/default.jpg","False","False","ROSÉ & Bruno Mars - APT.Download/stream: https://rosesarerosie.lnk.to/APTIDPre-order APT. single CD: https://rosesarerosie.lnk.to/APT-CDID'rosie' - the first studio album by ROSÉ - December 6. pre-order ROSÉ store exclusives now: http://rosesarerosie.lnk.to/rosieIDFollow ROSÉ:https://www.instagram.com/roses_are_rosiehttps://www.tiktok.com/@roses_are_rosie https://x.com/numberonehqhttps://www.rosesarerosie.com/Follow Bruno Mars:https://www.instagram.com/brunomarshttps://www.tiktok.com/@brunomarshttps://twitter.com/brunomarshttps://www.facebook.com/brunomarshttps://www.brunomars.com/Lyrics: 아파트 아파트 아파트 아파트 아파트 아파트 Uh, uh huh uh huh아파트 아파트 아파트 아파트 아파트 아파트 Uh, uh huh uh huhKissy face, kissy faceSent to your phone but,I'm trying to kiss your lips for realRed hearts, red heartsThat’s what I’m on yeahCome give me something I can feelOh oh ohDon't you want me like I want you, baby Don't you need me like I need you now Sleep tomorrow but tonight go crazyAll you gotta do is just meet me at the아파트 아파트 아파트 아파트 아파트 아파트 Uh, uh huh uh huh아파트 아파트 아파트 아파트아파트 아파트Uh, uh huh uh huhIt’s whatever it’s whatever it’s whatever you likeTurn this 아파트 into a clubI’m talking drink, dance, smoke, freak, party all night 건배 건배 girl what’s upOh oh ohDon't you want me like I want you, babyDon't you need me like I need you nowSleep tomorrow but tonight go crazyAll you gotta do is just meet me at the아파트 아파트 아파트 아파트 아파트 아파트 Uh, uh huh uh huh아파트 아파트 아파트 아파트 아파트 아파트 Uh, uh huh uh huhHey so now you know the game Are you ready?Cause I’m comin to get yaGet ya, get yaHold on, hold onI’m on my wayYeah yeah yeah yeah yeahI’m on my wayHold on, hold onI’m on my wayYeah yeah yeah yeah yeah I’m on my wayDon't you want me like I want you, baby Don't you need me like I need you now Sleep tomorrow but tonight go crazy All you gotta do is just meet me at the아파트 아파트 아파트 아파트 아파트 아파트 Just meet me at the (Uh huh uh huh)아파트 아파트 아파트 아파트 아파트 아파트 Just meet me at the (Uh huh uh huh) 아파트 아파트 아파트 아파트 아파트 아파트 Just meet me at the (Uh huh uh huh)아파트 아파트 아파트 아파트아파트 아파트Uh, uh huh uh huh#ROSÉ_BRUNO_APT #APT #ROSÉ #BrunoMars #MusicVideo"
"l_2ya_REWbk","Singham Again |Jai Bajrangbali|Ajay,Akshay,Ranveer,Kareena,Deepika,Tiger,Thaman,Swanand,Rohit Shetty","2024-10-19T05:30:04Z","UC_A7K2dXFsTMAciGmnNxy-Q","Saregama Music","Music","24.21.10","singham again song|singham again|singham again song 2024|ajay devgan songs|ajay devgan songs new|ajay devgan songs new song 2024|ranveer singh|ranveer singh songs|ranveer singh new song|ranveer singh dance|deepika padukone|deepika padukone songs|deepika padukone new movie|deepika padukone songs dance|kareena kapoor songs|kareena kapoor khan songs|akshay kumar songs|akshay kumar songs new|rohit shetty new movie","28705944","135062","0","5882","https://i.ytimg.com/vi/l_2ya_REWbk/default.jpg","False","False","Experience the power of Jai Bajrangbali from Singham Again, starring Ranveer Singh. Sung by Srikrishna, Kareemullah, Arun Koundinya, and various artists, this electrifying anthem is composed by Thaman S with impactful lyrics by Swanand Kirkire. This Diwali, let the spirit of Lord Hanuman ignite the unstoppable energy of this action-packed track!👉 Subscribe to Saregama Music: https://bit.ly/3FkAS0WJio Studios PresentsIn Association With Rohit Shetty Picturez & Devgn FilmsIn Association With Reliance Entertainment & Cinergy Produced ByAjay Devgn, Jyoti Deshpande & Rohit ShettyDirected By Rohit ShettyStar Cast:Ajay Devgn, Kareena Kapoor Khan, Ranveer Singh, Akshay Kumar, Deepika Padukone, Tiger Shroff, Arjun Kapoor, Jackie ShroffCredits : Programmed & Arranged by - Thaman S Lyrics - Swanand KirkireAcoustic Drums & Electric Rhythm: Thaman SDrums & Band: The Gongura Band & Thamania Live Percussions: Anandan SivamaniDrum & Beat EDM Works - Beyond Sound (T)Additional Programming - Shashank Alamuru, Hari S R, Osho VCellos Viola Violins - Sandilya ( HYD ) Electric Bond Guitars - Subhani & Subashree Singers -SrikrishnaKareemullahArun KoundinyaChaitu SatsangiSri Sai CharanSudhanshuRitesh G RaoSaatvik G RaoPrudhvi ChandraLakshmi NaiduAdviteeyaSruthi RanjaniPranatiAishwarya DaruriSahithi ChagantiManeesha PandrankiShruthikaLakshmi MeghanaNadapriyaVagdeviRecorded at Prasad Studios (HYD) by Hari S R & V studios ( CHN) by Osho VVocal Supervision - SrikrishnaMix and mastered by Shadab Rayeen @ New Edge ( Mumbai ) & New Edge ( CaL) New Edge Team -  Anup Gandharla & Prasad MahaMixed and masters by Eric Pillai ( future sound of Bombay )Asst mix engineer - Michael Edwin PillaiMusicians Co Ordinator - Manikandan Studio Manager - Seenu,SridharStudio Assistance - Kannan,Lingam,Raju, Pawan & RanjithLyrics:Jai Hanuman gyan gun sagarJai Kapis tihun lok ujagarRam doot atulit bal dhamaAnjaani-putra Pavan sut namaMahabir Bikram BajrangiKumati nivar sumati Ke sangiKanchan varan viraj subesaKanan Kundal Kunchit KeshaJai hanumanBajrang baliJai hanumanBajrang bali  Antara 1 veer bajrangi Hanumaanshreshth bhakton mein inkaa naamaaye aaye kar lo pranaaminki dhadkan mein ek hi  naam Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita RaamRaam raam bhadra Raam raam Sita RaamRaam Raam Raam Bhadra Raam jai shri Sita RaamRaam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita RaamRaam raam bhadra Raam raam Sita RaamRaam Raam Raam Bhadra Raam jai shri Sita Raamraakshas  dhwansakaDharma sanrakshakahRaam naam poojakahsankat mochakah paap vinaashakahYogi yog  sadhakahshatru gan paatakhvajra roop ghaatakh  anjani putra hanumaanvaayu ke sut hanumaaninki bhakti mein chaar dhaaminke mukh mein bas raam naam bhakta hai ,virakta hai ,vajra haisashkta haihriday cheerey hrdya mein hai raaam Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Jai Shri Ram Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita Raam Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Jai Shri Ram Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita Raam#SinghamAgain#RanveerSingh#JaiBajrangbali#AjayDevgn#Saregamamusic#DeepikaPadukone#RohitShettyLearn to sing in Sur with AI Powered Personal Music Teacher- Padhanisa by Saregama. Download Padhanisa App now; https://sarega.ma/padhanisaTo Listen To The Songs From Bad Newz, click here:https://www.youtube.com/playlist?list=PLXCoHsJ9oLefLO2qXLfLhVIiBomnu5AgsTo Listen To The Songs From Stree 2 , click here: https://youtube.com/playlist?list=PLXCoHsJ9oLefSBV4aF7gTj3Rs9_HvubEJ&si=FYfwkPCTe-8zSDpKTo Listen To The Songs From Chamkila, click here:https://www.youtube.com/playlist?list=PLXCoHsJ9oLedUUkYRQTTiyIw25l7VTuTzTo Listen To The Songs From Rocky Aur Rani ki Prem Kahani , click here: https://www.youtube.com/playlist?list=PLXCoHsJ9oLefBprn38xyDfvgL-73WncT9To Listen To Saregama Originals, click here: https://www.youtube.com/playlist?list=PLXCoHsJ9oLeejQ4QL6fdOGBXFz2G_gDexAawaz Aapki, Gaane Hamare, Ab Sunegi Duniya SaariMake your own cover on this song and we’ll launch it on our Openstage Youtube Channel.Send it on content@saregama.com To buy Saregama Carvaan, visit  https://www.saregama.com/carvaan/carvaanhindiTo buy virus free original tracks, visit  https://www.saregama.com/musicstoreLabel:: Saregama India Ltd, A RPSG Group CompanyTo buy the original and virus free track, visit www.saregama.comFollow us on:YouTube: http://www.youtube.com/saregamamusicFacebook: http://www.facebook.com/SaregamaInstagram: https://www.instagram.com/saregama_official/X: https://twitter.com/saregamaglobal"
"FFgyrjXt1mU","24 Hrs MINECRAFT HARDCORE IRL MARATHON STREAM","2024-10-19T19:19:15Z","UCWxcAUWjF3B_S6fFLqOh7Rw","GamerFleet","Gaming","24.21.10","minecraft|minecraft in hindi|minecraft gameplay|minecraft videos|live insaan|techno gamerz|GamerFleet|mine craft|live stream|minecraft live|minecraft india|latest minecraft|minecraft live stream|minecraft pro|carryminati|IndiaSMP|youtubers|Herobrine SMP|Herobrine smp Ujjwal|Ujjwal Gamer|Main Stream|SMP live|Fleet SMP Live|jack|lilyville smp|join lilyville|join smp|PVP god|NEW MEMBER|hackers|the end|pvp war|biggest escape|Mastermind|new|king|vs","3628182","226408","0","1561","https://i.ytimg.com/vi/FFgyrjXt1mU/default.jpg","False","False","Become a Member Today: https://www.youtube.com/channel/UCWxcAUWjF3B_S6fFLqOh7Rw/join🤗Gaming Channel: @AnshuBisht 🤗Follow Me On Instagram: ​https://www.instagram.com/gamerfleetog/❤️️Our Own Discord Server! : https://discord.com/invite/9fyCn7D🤗Twitter: https://twitter.com/GamerFleetOG#gamerfleet #anshubisht #minecraft Minecraft: Java Edition"
"Z8gqLXjquLE","#Video | Eka Karelu | #Khesari Lal Yadav, #Shilpi Raj | Nikita Bhardwaj | New Bhojpuri Song 2024","2024-10-19T05:30:17Z","UCJfeUWkrU4JwIJfP-usd-_w","Khesari Music World","Music","24.21.10","Bhojpuri Hit Song|Khesari Lal Yadav|Bhojpuri Hit Song 2024|khesari lal yadav|khesari lal yadav ka new song 2024|khesari lal new song|khesari lal yadav shilpi raj song|khesari lal yadav hits|shilpi raj hits|eka karelu song|eka karelu bhojpuri song|eka karelu khesari lal yadav|eka karelu shilpi raj|eka karelu nikita bhardwaj|eka karelu|khesari lal yadav song|khesari lal yadav ka new gana|khesari lal ka gana|#khesari lal song|shilpi raj|khesari music world","2403589","173773","0","32149","https://i.ytimg.com/vi/Z8gqLXjquLE/default.jpg","False","False","Subscribe Now:-  https://goo.gl/j2d2ThIf you like Bhojpuri song, Bhojpuri full film and bhojpuri movie songs, Subscribe Now:- https://goo.gl/j2d2ThVisit our website to download our songs and videos: http://www.khesarientertainment.inLike Us On Facebook - https://www.facebook.com/khesarimusicworld/Album :-  ईका करेलु Song :- Eka KareluSinger :- Khesari Lal yadav & Shilpi rajFeat :- Nikita BhardwajLyrics :-  Vishal BhartiMusic :- Arya SharmaVideo by :- Krishna Amrit films Pvt Ltd Director & choreographer - Lakkie Vishwakarma DOP :- Sarfaraz KhanAssistant :- Suresh , Shani , Abhyas Makeup :- Manisha team Editor :- Rishu Singh DI :- Rohit Singh Production :- Jay Tiwari & Aakash Vishwakarma Camera :- Suraj VishwakarmaDigital Managed By :- Global Music Junction Pvt. Ltd.Company/Label - Khesari Music World"
"Zq2lBw1WHr8","Find The School Topper | Sach ya Scam | SlayyPop","2024-10-19T12:30:28Z","UCSfxFZFzcpYMbOB3A1rWHAg","SlayyPop","Gaming","24.21.10","slayy point|slayy pop|school|abhyudaya|gautami|topper|gaming|video|funny video","1216351","73092","0","4072","https://i.ytimg.com/vi/Zq2lBw1WHr8/default.jpg","False","False","In the video we try to guess the 1 real school topper out of 4 strangers.Instagram -  @Abhyudaya_Mohan & @GautamiKawalehttps://www.instagram.com/abhyudaya_mohan/https://www.instagram.com/gautamikawale/"
"Pmk2j70bL6Y","INDIA'S BEST PHYSICS PROFESSOR","2024-10-19T14:30:06Z","UC0rE2qq81of4fojo-KhO5rg","Tanmay Bhat","Comedy","24.21.10","[none]","1413695","80848","0","3157","https://i.ytimg.com/vi/Pmk2j70bL6Y/default.jpg","False","False","Download the IMDb App to see the OG Gang’s Watchlist: https://slyb.app.link/gj80T7SAYMbLeave a comment below of a movie you’d like to add to the list, and stand a chance to get featured on the list and get a special goodie from IMDb! 🥇Tix for Kullu's show: https://linktr.ee/kullubaaaziFOLLOW:• Rohan Joshi - https://www.instagram.com/mojorojo/• Aaditya Kulshreshth - https://www.instagram.com/kullubaaazi/• Piyush Sharma - https://www.instagram.com/misterpiyush/• Kumar Varun - https://www.instagram.com/randomvarun/?hl=enCHECK OUT MY OTHER CHANNELS• Honestly by Tanmay Bhat: https://www.youtube.com/@HonestlybyTanmayBhat• Bot Army Clips: https://www.youtube.com/@BotArmyClips• Superteam Podcast: https://www.youtube.com/@SuperteamPodcast• Honestly Clips: https://www.youtube.com/@HonestlyClips------------------FOLLOW ME• Instagram: https://www.instagram.com/tanmaybhat/• Twitter: https://twitter.com/thetanmay• LinkedIn: https://in.linkedin.com/in/thetanmay------------------Memes curator by Darshit Parmar: https://www.instagram.com/d4rshitt/Video edited by Varun Prajapati: https://www.instagram.com/vrn__23/-----------------#tanmaybhat   #meme #professor"
