video_id,title,publishedAt,channelId,channelTitle,category,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"d4_Qm9SJIu0","India 'A' vs Pakistan 'A' | Men's T20 Emerging Teams Asia Cup | Match 4","2024-10-19T18:08:17Z","UC7ITT3ooYWDYY_ehIUbt6eg","Asian Cricket Council","Sports","24.20.10","[none]","2224260","65582","0","2438","https://i.ytimg.com/vi/d4_Qm9SJIu0/default.jpg","False","False","India 'A' vs Pakistan 'A' | Men's T20 Emerging Teams Asia Cup | Match 4"
"U7tRMt8Q3Lk","THE CHRONICLES OF LEO | Thalapathy Vijay | Lokesh Kanagaraj | Anirudh Ravichander","2024-10-19T06:30:20Z","UCn4rEMqKtwBQ6-oEwbd4PcA","Sony Music South","Music","24.20.10","Sony Music South|Sony Music|Latest Song|Tamil song|Tamil Latest Song|Latest songs in Tamil4|Songs in Tamil|Latest Tamil Movies|Tamil Movie Songs|Latest Video Songs Tamil|latest Tamil Love Songs|Latest Tamil Hit Songs|Songs in Telugu4|Telugu Movie Songs|Video Songs Telugu|new Telugu Songs","3035190","335819","0","10148","https://i.ytimg.com/vi/U7tRMt8Q3Lk/default.jpg","False","False","Presenting THE CHRONICLES OF LEO from Thalapathy’s #Leo A Special 1 year Anniversary Video from our Production House to The #Leo TeamVideo Credits: Content Coordinated by : Arun k Content Curated by : The Loop Edit by : B. Hari Babu Movie Credits:Movie: LeoStarring - Thalapathy Vijay, Sanjay Dutt, Trisha, Arjun, Gautham Vasudev Menon, Mysskin, Mansoor Ali Khan, Priya AnandWritten & Directed by Lokesh KanagarajMusic : Anirudh RavichanderProducer: Lalit KumarCo Producer : Jagadish PalanisamyBanner : Seven Screen StudioDirector of Photography : Manoj ParamahamsaAction : Anbariv Editor : Philomin Raj Art Direction : N. Sathees Kumar Choreography : DineshCostume designers - Pallavi Singh, Eka Lakhani, Praveen RajaDialogue Writer : Lokesh Kanagaraj, Rathna Kumar, Deeraj VaidyPRO :  Riaz K Ahmed  Publicity Designer : Gopi PrasannaaSound Designer : SYNC Cinema Sound Mixing : Kannan Ganapat Production Controller : KTS SwaminathanExecutive Producer : Ramkumar BalasubramanianAssociate Director : Santhosh Krishnan, Sathya, Immanuel Prakash, Rohith SuryaDI ; IGENEColorist ; Glen CastinhoAsst Colorist ;Siva SankarMusic Label - Sony Music Entertainment India Pvt. Ltd.© 2024 Sony Music Entertainment India Pvt. Ltd.Subscribe Now: http://bit.ly/SonyMusicSouthVevoSubscribe Now: http://bit.ly/SonyMusicSouthYTFollow us: https://www.instagram.com/sonymusic_south/Follow us: Twitter: https://twitter.com/SonyMusicSouthLike us: Facebook: https://www.facebook.com/SonyMusicSouthJoin our WhatsApp broadcast channel https://whatsapp.com/channel/0029VaAThD53GJOwZNFUJZ3BJoin Our Instagram broadcast channel https://ig.me/j/Abal-auA3Y5L6OtV/"
"l_2ya_REWbk","Singham Again |Jai Bajrangbali|Ajay,Akshay,Ranveer,Kareena,Deepika,Tiger,Thaman,Swanand,Rohit Shetty","2024-10-19T05:30:04Z","UC_A7K2dXFsTMAciGmnNxy-Q","Saregama Music","Music","24.20.10","singham again song|singham again|singham again song 2024|ajay devgan songs|ajay devgan songs new|ajay devgan songs new song 2024|ranveer singh|ranveer singh songs|ranveer singh new song|ranveer singh dance|deepika padukone|deepika padukone songs|deepika padukone new movie|deepika padukone songs dance|kareena kapoor songs|kareena kapoor khan songs|akshay kumar songs|akshay kumar songs new|rohit shetty new movie","22450884","116203","0","4866","https://i.ytimg.com/vi/l_2ya_REWbk/default.jpg","False","False","Experience the power of Jai Bajrangbali from Singham Again, starring Ranveer Singh. Sung by Srikrishna, Kareemullah, Arun Koundinya, and various artists, this electrifying anthem is composed by Thaman S with impactful lyrics by Swanand Kirkire. This Diwali, let the spirit of Lord Hanuman ignite the unstoppable energy of this action-packed track!👉 Subscribe to Saregama Music: https://bit.ly/3FkAS0WJio Studios PresentsIn Association With Rohit Shetty Picturez & Devgn FilmsIn Association With Reliance Entertainment & Cinergy Produced ByAjay Devgn, Jyoti Deshpande & Rohit ShettyDirected By Rohit ShettyStar Cast:Ajay Devgn, Kareena Kapoor Khan, Ranveer Singh, Akshay Kumar, Deepika Padukone, Tiger Shroff, Arjun Kapoor, Jackie ShroffCredits : Programmed & Arranged by - Thaman S Lyrics - Swanand KirkireAcoustic Drums & Electric Rhythm: Thaman SDrums & Band: The Gongura Band & Thamania Live Percussions: Anandan SivamaniDrum & Beat EDM Works - Beyond Sound (T)Additional Programming - Shashank Alamuru, Hari S R, Osho VCellos Viola Violins - Sandilya ( HYD ) Electric Bond Guitars - Subhani & Subashree Singers -SrikrishnaKareemullahArun KoundinyaChaitu SatsangiSri Sai CharanSudhanshuRitesh G RaoSaatvik G RaoPrudhvi ChandraLakshmi NaiduAdviteeyaSruthi RanjaniPranatiAishwarya DaruriSahithi ChagantiManeesha PandrankiShruthikaLakshmi MeghanaNadapriyaVagdeviRecorded at Prasad Studios (HYD) by Hari S R & V studios ( CHN) by Osho VVocal Supervision - SrikrishnaMix and mastered by Shadab Rayeen @ New Edge ( Mumbai ) & New Edge ( CaL) New Edge Team -  Anup Gandharla & Prasad MahaMusicians Co Ordinator - Manikandan Studio Manager - Seenu,SridharStudio Assistance - Kannan,Lingam,Raju, Pawan & RanjithLyrics:Jai Hanuman gyan gun sagarJai Kapis tihun lok ujagarRam doot atulit bal dhamaAnjaani-putra Pavan sut namaMahabir Bikram BajrangiKumati nivar sumati Ke sangiKanchan varan viraj subesaKanan Kundal Kunchit KeshaJai hanumanBajrang baliJai hanumanBajrang bali  Antara 1 veer bajrangi Hanumaanshreshth bhakton mein inkaa naamaaye aaye kar lo pranaaminki dhadkan mein ek hi  naam Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita RaamRaam raam bhadra Raam raam Sita RaamRaam Raam Raam Bhadra Raam jai shri Sita RaamRaam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita RaamRaam raam bhadra Raam raam Sita RaamRaam Raam Raam Bhadra Raam jai shri Sita Raamraakshas  dhwansakaDharma sanrakshakahRaam naam poojakahsankat mochakah paap vinaashakahYogi yog  sadhakahshatru gan paatakhvajra roop ghaatakh  anjani putra hanumaanvaayu ke sut hanumaaninki bhakti mein chaar dhaaminke mukh mein bas raam naam bhakta hai ,virakta hai ,vajra haisashkta haihriday cheerey hrdya mein hai raaam Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Jai Shri Ram Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita Raam Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Jai Shri Ram Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita Raam#SinghamAgain#RanveerSingh#JaiBajrangbali#AjayDevgn#Saregamamusic#DeepikaPadukone#RohitShettyLearn to sing in Sur with AI Powered Personal Music Teacher- Padhanisa by Saregama. Download Padhanisa App now; https://sarega.ma/padhanisaTo Listen To The Songs From Bad Newz, click here:https://www.youtube.com/playlist?list=PLXCoHsJ9oLefLO2qXLfLhVIiBomnu5AgsTo Listen To The Songs From Stree 2 , click here: https://youtube.com/playlist?list=PLXCoHsJ9oLefSBV4aF7gTj3Rs9_HvubEJ&si=FYfwkPCTe-8zSDpKTo Listen To The Songs From Chamkila, click here:https://www.youtube.com/playlist?list=PLXCoHsJ9oLedUUkYRQTTiyIw25l7VTuTzTo Listen To The Songs From Rocky Aur Rani ki Prem Kahani , click here: https://www.youtube.com/playlist?list=PLXCoHsJ9oLefBprn38xyDfvgL-73WncT9To Listen To Saregama Originals, click here: https://www.youtube.com/playlist?list=PLXCoHsJ9oLeejQ4QL6fdOGBXFz2G_gDexAawaz Aapki, Gaane Hamare, Ab Sunegi Duniya SaariMake your own cover on this song and we’ll launch it on our Openstage Youtube Channel.Send it on content@saregama.com To buy Saregama Carvaan, visit  https://www.saregama.com/carvaan/carvaanhindiTo buy virus free original tracks, visit  https://www.saregama.com/musicstoreLabel:: Saregama India Ltd, A RPSG Group CompanyTo buy the original and virus free track, visit www.saregama.comFollow us on:YouTube: http://www.youtube.com/saregamamusicFacebook: http://www.facebook.com/SaregamaInstagram: https://www.instagram.com/saregama_official/X: https://twitter.com/saregamaglobal"
"9N7-QtOm2_o","വീഡിയോ കണ്ട് വയറൽ ആകാൻ പോയ യുവാക്കൾ 😂 | MrZodge","2024-10-17T12:00:17Z","UCgf5fJVCNeLpqizdrbgtfBg","MrZodge","Comedy","24.20.10","mrzodge|comedy|malayalam|karthik surya|trending","611874","70046","0","307","https://i.ytimg.com/vi/9N7-QtOm2_o/default.jpg","False","False","@KarthikSuryavlogs"
"oa1UzIVv3MQ","Hi Flyer Pawan Sehrawat guides Telugu Titans to opening win | #ProKabaddiOnStar 2024 HIGHLIGHTS","2024-10-18T19:53:20Z","UCmqfX0S3x0I3uwLkPdpX03w","Star Sports","Sports","24.20.10","[none]","809068","27224","0","426","https://i.ytimg.com/vi/oa1UzIVv3MQ/default.jpg","False","False","A Hi-Flying start in the #BattleOfBreath! 😍🔥#PawanSehrawat's Super 10 helped #TeluguTitans begin their #PKL11 campaign with a solid WIN over #PardeepNarwal's #BengaluruBulls!Watch the full PKL 2024 HIGHLIGHTS right here on our YouTube channel!Stay tuned to #ProKabaddiOnStar 👉 LIVE Every day 7:30 PM onwards! 🤼‍♂️ #LetsKabaddiSubscribe to Star Sports India ➡️ https://bit.ly/StarSportsYoutubeConnect with Star Sports India for more ⬇️Instagram 👉🏻 https://bit.ly/StarSportsIG Facebook 👉🏻  https://bit.ly/StarSportsFB X 👉🏻  https://bit.ly/StarSportsX Threads 👉🏻 https://bit.ly/StarSportsThreads #StarSports #Believe"
"-eUEMAoQZ-Q","എൻ്റെ മക്കള് പോലും അറിയാതെയാണ് ഞാൻ ഇൻ്റർവ്യൂന് പോയത്. 70 കാരൻ വൈറൽ ചേട്ടന് ജോലി നൽകി ലുലു ഗ്രൂപ്പ്","2024-10-19T12:49:04Z","UCYhlDb7_0OUCFGcx5NW_J1A","GCN NEWS","News & Politics","24.20.10","gcnnews|news|vlogs|keralanews","179285","3641","0","388","https://i.ytimg.com/vi/-eUEMAoQZ-Q/default.jpg","False","False","എൻ്റെ മക്കള് പോലും അറിയാതെയാണ് ഞാൻ ഇൻ്റർവ്യൂന് പോയത്. 70 കാരൻ വൈറൽ ചേട്ടന് ജോലി നൽകി ലുലു ഗ്രൂപ്പ്❣️"
"fT6CkYisfK0","Lol Salaam | Ep - 1 | Prasad Behara Writings | Swetha Ghattamaneni | Prasad Behara | Infinitum Media","2024-10-18T11:53:39Z","UCcAJxktOYpsnuPi9zI5Gxuw","Swetha Ghattamaneni","Entertainment","24.20.10","lol salaam|swetha ghattamaneni|swetha ghattamaneni short films|prasad behara|prasad behara latest|prasad behara short films|telugu web series 2024|telugu comedy short films|telugu new short films 2024|latest telugu short films 2024|short films telugu new|short films telugu 2024 latest|telugu web series latest|swetha ghattamaneni web series|infinitum media|lol salaam web series episode 1|lol salaam episode 1","424796","16495","0","677","https://i.ytimg.com/vi/fT6CkYisfK0/default.jpg","False","False","Lol Salaam is a hilarious Telugu comedy web series filled with humor, wit, and fun moments! Written by Prasad Behara and starring Swetha Ghattamaneni.Produced by Vandana Bandaru Cast: Swetha Ghattamaneni, Chandu Jc Pragnya Prathyusha, Antony Soma, Rupesh.Written & Directed by Prasad BeharaDOP: Dinesh Paruchuri Editing: ChinnaVFX: Katam ReddyPublicity Designer: Nikhil Chotu, Shiva Krishna.Sound Engineer: Venkat, Bhaskar, Guru.Line Producer: Surya, Nadeep.Executive Producer: Chandu JC#LolSalaam #SwethaGhattamaneni #PrasadBehara  #TeluguWebSeries2024 Presented by Infinitum Network Solutions."
"Z8gqLXjquLE","#Video | Eka Karelu | #Khesari Lal Yadav, #Shilpi Raj | Nikita Bhardwaj | New Bhojpuri Song 2024","2024-10-19T05:30:17Z","UCJfeUWkrU4JwIJfP-usd-_w","Khesari Music World","Music","24.20.10","Bhojpuri Hit Song|Khesari Lal Yadav|Bhojpuri Hit Song 2024|khesari lal yadav|khesari lal yadav ka new song 2024|khesari lal new song|khesari lal yadav shilpi raj song|khesari lal yadav hits|shilpi raj hits|eka karelu song|eka karelu bhojpuri song|eka karelu khesari lal yadav|eka karelu shilpi raj|eka karelu nikita bhardwaj|eka karelu|khesari lal yadav song|khesari lal yadav ka new gana|khesari lal ka gana|#khesari lal song|shilpi raj|khesari music world","1505909","143384","0","28051","https://i.ytimg.com/vi/Z8gqLXjquLE/default.jpg","False","False","Subscribe Now:-  https://goo.gl/j2d2ThIf you like Bhojpuri song, Bhojpuri full film and bhojpuri movie songs, Subscribe Now:- https://goo.gl/j2d2ThVisit our website to download our songs and videos: http://www.khesarientertainment.inLike Us On Facebook - https://www.facebook.com/khesarimusicworld/Album :-  ईका करेलु Song :- Eka KareluSinger :- Khesari Lal yadav & Shilpi rajFeat :- Nikita BhardwajLyrics :-  Vishal BhartiMusic :- Arya SharmaVideo by :- Krishna Amrit films Pvt Ltd Director & choreographer - Lakkie Vishwakarma DOP :- Sarfaraz KhanAssistant :- Suresh , Shani , Abhyas Makeup :- Manisha team Editor :- Rishu Singh DI :- Rohit Singh Production :- Jay Tiwari & Aakash Vishwakarma Camera :- Suraj VishwakarmaDigital Managed By :- Global Music Junction Pvt. Ltd.Company/Label - Khesari Music World"
"Zq2lBw1WHr8","Find The School Topper | Sach ya Scam | SlayyPop","2024-10-19T12:30:28Z","UCSfxFZFzcpYMbOB3A1rWHAg","SlayyPop","Gaming","24.20.10","slayy point|slayy pop|school|abhyudaya|gautami|topper|gaming|video|funny video","657143","49658","0","2908","https://i.ytimg.com/vi/Zq2lBw1WHr8/default.jpg","False","False","In the video we try to guess the 1 real school topper out of 4 strangers.Instagram -  @Abhyudaya_Mohan & @GautamiKawalehttps://www.instagram.com/abhyudaya_mohan/https://www.instagram.com/gautamikawale/"
"TruuLI5J5kU","എല്ലാം ഒരുക്കി വെച്ചു .സന്തോഷോം തെരക്കും നിറഞ്ഞ ദിവസം ❤️SHAS DOT COM","2024-10-19T06:49:14Z","UC5LJubeycbLXoR9jiWtVDrQ","SHAS DOT COM by shahadiya sakeer","People & Blogs","24.20.10","trending|marriage|Dailyvlog|familyvlog|shasdotcom|gift|engagement","337373","6138","0","1050","https://i.ytimg.com/vi/TruuLI5J5kU/default.jpg","False","False","CLICK ON THE LINK TO GET EXCITING OFFERSDownload Link - https://kukufm.page.link/88sGByCLaQxD5cPJ6Get all the audiobooks for FREE for next 7Days! Note : For IOS Users, Kindly use the coupon code in Kuku FM Web Page to get the additional discount and login to Kuku FM App"
