video_id,title,publishedAt,channelId,channelTitle,duration,definition,category,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,hasPaidProductPlacement,comments_disabled,ratings_disabled,description
"i7HJkOMCPo8","Thozha - Back to Back comedy scene | Karthi | Nagarjuna | Vivek | Tammanah | Adithya TV","2024-10-19T12:02:58Z","UCx2NCyudktBrTSdgvlY3weg","Adithya TV","PT10M21S","hd","Comedy","24.23.10","Santhanam|Azhagu Raja|Azhagu Raja comedy|Azhagu Raja comedy scene|Azhagu Raja full movie|Santhanam comedy|Santhanam comedy scene|Santhanam best comedy|Santhanan hit comedy|karthi movie|actor karthi|karthi santhanam comedy|azhagu raja full movie download|comedy scene|kajal agarwal|sokka thangam comedy|Thozha|thozha movie comedy|thozha movie|Karthi|vivek comedy","684457","5129","0","37","https://i.ytimg.com/vi/i7HJkOMCPo8/default.jpg","False","False","False","The story revolves around Vikramadhitya (Nagarjuna) a quadriplegic billionaire, and Seenu, (Karthi) his ex-convict caretaker. Circumstances in their life teach them the value of relationships over money. Thozha is a 2016 movie . It was released in both Telugu and Tamil languages. Its name in Telugu is Oppri . The film is a remake of the French film The Intouchables . The film stars Karthik Sivakumar , Nagarsuna , Tamannaah , Prakasu Rasu , Vivek , Anushka , Seyashuda , Sireyya . The film is directed by Vamsi Baidipalli and produced by Prasad V Potluri.#Thozha  #Karthi #vivek #Tamannaah  #ComedyScene #SanthanamComedyScene #SanthanamComedy #adithyatv #ThozhaComedyScene #VivekBestComedy #backtobackvivekcomedy Don't forget to SUBSCRIBE to Sun TV YouTube channel - http://bit.ly/2LlCQnT🔔Click the BELL ICON to get alerts for every release🔔For Tamil Serials from Sun TV - http://bit.ly/2LlCQnTFor Malayalam Serials from Surya TV - http://bit.ly/2LWpluw For Telugu Serials from Gemini TV - http://bit.ly/2SkUadjFor Kannada Serials from Udaya TV - http://bit.ly/2XSQXD1--------------------------------------------------Follow Us for More Latest Updates:Facebook: https://www.facebook.com/AdithyaTV/Twitter: https://twitter.com/adithyatvInstagram: https://www.instagram.com/adithyatv--------------------------------------------------#AdithyaTVShow #AdithyaTV #AdithyaTVYoutube #AdithyaTVvideos #AdithyaTVSerials #AdithyaTVComedy #TamilComedyClips #TamilVideos #TamilMovieVideos #TamilComedyMovies"
"l_2ya_REWbk","Singham Again |Jai Bajrangbali|Ajay,Akshay,Ranveer,Kareena,Deepika,Tiger,Thaman,Swanand,Rohit Shetty","2024-10-19T05:30:04Z","UC_A7K2dXFsTMAciGmnNxy-Q","Saregama Music","PT2M38S","hd","Music","24.23.10","singham again song|singham again|singham again song 2024|ajay devgan songs|ajay devgan songs new|ajay devgan songs new song 2024|ranveer singh|ranveer singh songs|ranveer singh new song|ranveer singh dance|deepika padukone|deepika padukone songs|deepika padukone new movie|deepika padukone songs dance|kareena kapoor songs|kareena kapoor khan songs|akshay kumar songs|akshay kumar songs new|rohit shetty new movie","29333597","197467","0","6403","https://i.ytimg.com/vi/l_2ya_REWbk/default.jpg","False","False","False","Experience the power of Jai Bajrangbali from Singham Again, starring Ranveer Singh. Sung by Srikrishna, Kareemullah, Arun Koundinya, and various artists, this electrifying anthem is composed by Thaman S with impactful lyrics by Swanand Kirkire. This Diwali, let the spirit of Lord Hanuman ignite the unstoppable energy of this action-packed track!👉 Subscribe to Saregama Music: https://bit.ly/3FkAS0WJio Studios PresentsIn Association With Rohit Shetty Picturez & Devgn FilmsIn Association With Reliance Entertainment & Cinergy Produced ByAjay Devgn, Jyoti Deshpande & Rohit ShettyDirected By Rohit ShettyStar Cast:Ajay Devgn, Kareena Kapoor Khan, Ranveer Singh, Akshay Kumar, Deepika Padukone, Tiger Shroff, Arjun Kapoor, Jackie ShroffCredits : Programmed & Arranged by - Thaman S Lyrics - Swanand KirkireAcoustic Drums & Electric Rhythm: Thaman SDrums & Band: The Gongura Band & Thamania Live Percussions: Anandan SivamaniDrum & Beat EDM Works - Beyond Sound (T)Additional Programming - Shashank Alamuru, Hari S R, Osho VCellos Viola Violins - Sandilya ( HYD ) Electric Bond Guitars - Subhani & Subashree Singers -SrikrishnaKareemullahArun KoundinyaChaitu SatsangiSri Sai CharanSudhanshuRitesh G RaoSaatvik G RaoPrudhvi ChandraLakshmi NaiduAdviteeyaSruthi RanjaniPranatiAishwarya DaruriSahithi ChagantiManeesha PandrankiShruthikaLakshmi MeghanaNadapriyaVagdeviRecorded at Prasad Studios (HYD) by Hari S R & V studios ( CHN) by Osho VVocal Supervision - SrikrishnaMix and mastered by Shadab Rayeen @ New Edge ( Mumbai ) & New Edge ( CaL) New Edge Team -  Anup Gandharla & Prasad MahaMixed and masters by Eric Pillai ( future sound of Bombay )Asst mix engineer - Michael Edwin PillaiMusicians Co Ordinator - Manikandan Studio Manager - Seenu,SridharStudio Assistance - Kannan,Lingam,Raju, Pawan & RanjithLyrics:Jai Hanuman gyan gun sagarJai Kapis tihun lok ujagarRam doot atulit bal dhamaAnjaani-putra Pavan sut namaMahabir Bikram BajrangiKumati nivar sumati Ke sangiKanchan varan viraj subesaKanan Kundal Kunchit KeshaJai hanumanBajrang baliJai hanumanBajrang bali  Antara 1 veer bajrangi Hanumaanshreshth bhakton mein inkaa naamaaye aaye kar lo pranaaminki dhadkan mein ek hi  naam Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita RaamRaam raam bhadra Raam raam Sita RaamRaam Raam Raam Bhadra Raam jai shri Sita RaamRaam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita RaamRaam raam bhadra Raam raam Sita RaamRaam Raam Raam Bhadra Raam jai shri Sita Raamraakshas  dhwansakaDharma sanrakshakahRaam naam poojakahsankat mochakah paap vinaashakahYogi yog  sadhakahshatru gan paatakhvajra roop ghaatakh  anjani putra hanumaanvaayu ke sut hanumaaninki bhakti mein chaar dhaaminke mukh mein bas raam naam bhakta hai ,virakta hai ,vajra haisashkta haihriday cheerey hrdya mein hai raaam Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Jai Shri Ram Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita Raam Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Jai Shri Ram Raam raam bhadra Raam Sita RaamRaam Raam Raam Bhadra Raam Sita Raam#SinghamAgain#RanveerSingh#JaiBajrangbali#AjayDevgn#Saregamamusic#DeepikaPadukone#RohitShettyLearn to sing in Sur with AI Powered Personal Music Teacher- Padhanisa by Saregama. Download Padhanisa App now; https://sarega.ma/padhanisaTo Listen To The Songs From Bad Newz, click here:https://www.youtube.com/playlist?list=PLXCoHsJ9oLefLO2qXLfLhVIiBomnu5AgsTo Listen To The Songs From Stree 2 , click here: https://youtube.com/playlist?list=PLXCoHsJ9oLefSBV4aF7gTj3Rs9_HvubEJ&si=FYfwkPCTe-8zSDpKTo Listen To The Songs From Chamkila, click here:https://www.youtube.com/playlist?list=PLXCoHsJ9oLedUUkYRQTTiyIw25l7VTuTzTo Listen To The Songs From Rocky Aur Rani ki Prem Kahani , click here: https://www.youtube.com/playlist?list=PLXCoHsJ9oLefBprn38xyDfvgL-73WncT9To Listen To Saregama Originals, click here: https://www.youtube.com/playlist?list=PLXCoHsJ9oLeejQ4QL6fdOGBXFz2G_gDexAawaz Aapki, Gaane Hamare, Ab Sunegi Duniya SaariMake your own cover on this song and we’ll launch it on our Openstage Youtube Channel.Send it on content@saregama.com To buy Saregama Carvaan, visit  https://www.saregama.com/carvaan/carvaanhindiTo buy virus free original tracks, visit  https://www.saregama.com/musicstoreLabel:: Saregama India Ltd, A RPSG Group CompanyTo buy the original and virus free track, visit www.saregama.comFollow us on:YouTube: http://www.youtube.com/saregamamusicFacebook: http://www.facebook.com/SaregamaInstagram: https://www.instagram.com/saregama_official/X: https://twitter.com/saregamaglobal"
"Zq2lBw1WHr8","Find The School Topper | Sach ya Scam | SlayyPop","2024-10-19T12:30:28Z","UCSfxFZFzcpYMbOB3A1rWHAg","SlayyPop","PT22M31S","hd","Gaming","24.23.10","slayy point|slayy pop|school|abhyudaya|gautami|topper|gaming|video|funny video","1689492","90734","0","4977","https://i.ytimg.com/vi/Zq2lBw1WHr8/default.jpg","False","False","False","In the video we try to guess the 1 real school topper out of 4 strangers.Instagram -  @Abhyudaya_Mohan & @GautamiKawalehttps://www.instagram.com/abhyudaya_mohan/https://www.instagram.com/gautamikawale/"
"2mfZZF0ZdFw","Nee Naan Kaadhal | 21th to 25th October 2024 - Promo","2024-10-21T08:15:10Z","UCvrhwpnp2DHYQ1CbXby9ypQ","Vijay Television","PT46S","hd","Entertainment","24.23.10","Nee Naan Kaadhal|Star|Star Vijay TV|Vijay TV|Vijay|தமிழ்|விஜய்|டிவி|தொலைக்காட்சி|Tamil TV|Tamil Shows|முத்தழகு","1536128","24274","0","105","https://i.ytimg.com/vi/2mfZZF0ZdFw/default.jpg","False","False","False","நீ நான் காதல் - திங்கள் - வெள்ளி மாலை 6 மணிக்கு நம்ம விஜய் டிவில..  #NeeNaanKaadhal #VijayTelevision #VijayTV #StarVijayTV #NewFiction  #StarVijay #TamilTV"
"4fUazhk4cVI","Bangladesh 'A' vs Afghanistan 'A' | Men's T20 Emerging Teams Asia Cup | Match 6","2024-10-20T17:31:51Z","UC7ITT3ooYWDYY_ehIUbt6eg","Asian Cricket Council","PT11M21S","hd","Sports","24.23.10","[none]","1516654","25031","0","2439","https://i.ytimg.com/vi/4fUazhk4cVI/default.jpg","False","False","False","Afghanistan 'A' won by 4 wickets | Bangladesh 'A' vs Afghanistan 'A' | Men's T20 Emerging Teams Asia Cup"
"OsXWlKAwl1M","Bigg Boss Tamil Season 8 | 21st October 2024 - Promo 2","2024-10-21T06:30:15Z","UCvrhwpnp2DHYQ1CbXby9ypQ","Vijay Television","PT35S","hd","Entertainment","24.23.10","biggboss|tamil|vijay television|starvijay|VijaySethupathi|தமிழ்|விஜய் டிவி|தொலைக்காட்சி|Tamil TV|Tamil Shows|Redefining Entertainment|Star|Star Vijay TV|Vijay TV|hotstar|Kamal Haasan|Bigg Boss|Bigg Boss Tamil 8|பிக்பாஸ்|பிக்பாஸ் 8|Bigg Boss Season 8|Teaser|VJStheBBhost","1586118","24490","0","1002","https://i.ytimg.com/vi/OsXWlKAwl1M/default.jpg","False","False","False","#Day15 #Promo2 of #BiggBossTamil Bigg Boss Tamil Season 8 - இன்று இரவு 9:30 மணிக்கு நம்ம விஜய் டிவில..  #BiggBossTamilSeason8 #VJStheBBhost #VijaySethupathi #AalumPudhusuAattamumPudhusu #BiggBossTamil #BBT #BBTamilSeason8 #பிக்பாஸ்  #Disneyplushotstartamil #VijayTelevision #VijayTV"
"mErzuBFIo6k","😰ഞങ്ങളൂടെ പൊന്നു മക്കളെ കാണാൻ കുടുംബ കോടതിയിലേക്ക്.","2024-10-20T10:24:31Z","UCf1rEnUEXKhf94YM4REGIug","Kunjan Pandikkad","PT10M48S","hd","People & Blogs","24.23.10","Kunajn|Kunjan Pandikkad","283391","2787","0","429","https://i.ytimg.com/vi/mErzuBFIo6k/default.jpg","False","False","False","Email: kunjanpandikkadofficial@gmail.comWhatsApp: 8086119836Many thanks to the audience who loved us so much..😍Your happiness is our success.✌️💪 Facebook: Kunjan PandikkadInstagram: Kunjan Pandikkad#kunjikka #malappuram #malayalam #vlog #family #jasi #kunjanpandikkad #pandikkad#malayalamfamilyvlog #jesi"
"twmAHv79sas","Kayal - Promo | 22 Oct 2024 | Tamil Serial | Sun TV","2024-10-21T16:29:55Z","UCBnxEdpoZwstJqC1yZpOjRA","Sun TV","PT29S","hd","Entertainment","24.23.10","Kayal|Kayal serial|Kayal serial promo|Kayal today|Kayal promo today|serial|sun tv serial|Kayal serial sun|Kayal sun tv serial|Kayal tamil serial today|Kayal todays episode|Kayal episode|Kayal sun tv serial today|tamil serial","676934","7267","0","62","https://i.ytimg.com/vi/twmAHv79sas/default.jpg","False","False","False","Watch the Latest Promo of popular Tamil Serial #Kayal that airs on Sun TV.Watch all Sun TV serials immediately after the TV telecast on Sun NXT app. *Free for Indian Users onlyDownload here:Android - http://bit.ly/SunNxtAdroidiOS: India - http://bit.ly/sunNXTWatch on the web - https://www.sunnxt.com/Abandoned by her father & coping with an alcoholic brother, Kayal works as a nurse to become her family's sole provider. She finds happiness in her sacrifice to meet the needs of her brother & sisters. Watch Kayal stand tall in her selfless journey.#KayalPromo #KayalSerial #Kayal #SunTVSerial #SunTVDon't forget to SUBSCRIBE to the Sun TV YouTube 👉 http://bit.ly/suntvsubscribe---------------------------------------------------------Watch more:Movie Clips on SUN NXT - https://bit.ly/3gc1dPIShows from Sun Music - http://bit.ly/2YS5eBiComedy Shows from AdithyaTV - http://bit.ly/2K6VaiZNews from Sun News - http://bit.ly/2Yyvgsi---------------------------------------------------------SUN NXT: Watch the latest movies in DOLBY DIGITAL PLUS, 4000+ Movies in HD, 30+ Live TV Channels, TV Shows, TV Serials & Digital Exclusives on SUN NXT anywhere anytime.---------------------------------------------------------Follow us on Social Media for Latest Updates:Facebook: https://www.facebook.com/SunTVTwitter: https://twitter.com/SunTVInstagram: https://www.instagram.com/suntv---------------------------------------------------------#SuntvSerial #TamilSerialPromo #SunTVshows #NewTamilSerials #SunTV #SunTVserials #SunTVProgram #SunNXT #LatestTamilSerials #SuntvSerialPromo #SuntvSerialEpisodes #SunTVpromos #TamilSerialPromos #TamilTVserials #TamilSerialEpisodes---------------------------------------------------------"
"Z8gqLXjquLE","#Video | Eka Karelu | #Khesari Lal Yadav, #Shilpi Raj | Nikita Bhardwaj | New Bhojpuri Song 2024","2024-10-19T05:30:17Z","UCJfeUWkrU4JwIJfP-usd-_w","Khesari Music World","PT2M57S","hd","Music","24.23.10","Bhojpuri Hit Song|Khesari Lal Yadav|Bhojpuri Hit Song 2024|khesari lal yadav|khesari lal yadav ka new song 2024|khesari lal new song|khesari lal yadav shilpi raj song|khesari lal yadav hits|shilpi raj hits|eka karelu song|eka karelu bhojpuri song|eka karelu khesari lal yadav|eka karelu shilpi raj|eka karelu nikita bhardwaj|eka karelu|khesari lal yadav song|khesari lal yadav ka new gana|khesari lal ka gana|#khesari lal song|shilpi raj|khesari music world","3976340","218001","0","38999","https://i.ytimg.com/vi/Z8gqLXjquLE/default.jpg","False","False","False","Subscribe Now:-  https://goo.gl/j2d2ThIf you like Bhojpuri song, Bhojpuri full film and bhojpuri movie songs, Subscribe Now:- https://goo.gl/j2d2ThVisit our website to download our songs and videos: http://www.khesarientertainment.inLike Us On Facebook - https://www.facebook.com/khesarimusicworld/Album :-  ईका करेलु Song :- Eka KareluSinger :- Khesari Lal yadav & Shilpi rajFeat :- Nikita BhardwajLyrics :-  Vishal BhartiMusic :- Arya SharmaVideo by :- Krishna Amrit films Pvt Ltd Director & choreographer - Lakkie Vishwakarma DOP :- Sarfaraz KhanAssistant :- Suresh , Shani , Abhyas Makeup :- Manisha team Editor :- Rishu Singh DI :- Rohit Singh Production :- Jay Tiwari & Aakash Vishwakarma Camera :- Suraj VishwakarmaDigital Managed By :- Global Music Junction Pvt. Ltd.Company/Label - Khesari Music World"
"gYbqSA9B3w0","Detective Sheela | Take A Break","2024-10-20T04:04:42Z","UCzIciQA6KlhGCZFByEo2wFQ","Take A Break","PT14M45S","hd","Comedy","24.23.10","shorts break|kaamwali bai|kaamwali bai comedy|kaamvali bai|shila ki comedy|kaam wali bai|kaamwali|kamwali bai|kaam wali bai series|kamwali bai comedy video|kamwali bai shila|कामवाली बाई|kaamwali bai shila comedy|kaamwali bai sheela comedy|kaamwali bai web series|take a break|take a break channel|kaamwali bai episode 7|kaamwali bai new episode|aparna tandale|shashank swamod|prashant bhaiya|sheela didi|sayali sonule|detective sheela didi|jasoos","552468","24307","0","690","https://i.ytimg.com/vi/gYbqSA9B3w0/default.jpg","True","False","False","Download the Duolingo App Now - https://app.adjust.net.in/2iifg9vGet ready for a chaotic and hilarious adventure in our latest comedy sketch, Detective Sheela! 🕵️‍♀️😂When Prashant mysteriously gets kidnapped, it's up to Sheela Didi, the self-proclaimed detective, to help Sayali find and rescue him. But this isn't your typical rescue mission—it's filled with outrageous twists, unexpected clues, and plenty of laugh-out-loud moments.#kaamwalibai #takeabreak #shortsbreak #collab Produced By - Monica PrabhudesaiProducer - Pratik ThakurCreative Producer- Ravindra SarowarWriter- Sharjeel Shoeb, Prashant KulkarniDIRECTOR -  SHARJEEL SHOEB Creative Director - Prashant Kulkarni Associate Director - Satyam Phule Assistant Director - Hitan Dhaktode.Production Design - Shashank KalekarCostume - Ankita Sonawane Production - Pavan TekaleProduction Asst.- Gajanan LokhandeSpot - Nilesh Korde , Nilesh ShindeMakeup- Shahin BajwaDOP - Akshay Jadhav2nd DOP - Suraj Kale, Vishesh Gandhi SOUND RECORDIST - Akash Bhutkar Editor - Sanket Mulande, Shubham GhatkarPost Production Supervisor - Hemant VanshMusic - Prajwal Yadav, Manoj MoreSound Design - Manoj MoreDI - Mayur SatputeThumbnail - Anuj ShindeSound- Samir SheikhSocial Media & Marketing - Malhari Shinde, Arya AtreCast:PRASHANT - PRASHANT KULKARNI SAYALI - SAYALI SONULE SHEELA - APARNA TANDALE SHASHANK - SHASHANK KOTHEKAR PRAKHAR  - SIDDHANT PANCHWATKAR YOGESH  - SHREYAS KOLI GAITONDE  - SANTOSH GAIKWADHAWALDAR  - SAHIL PARAB"
"GmCJhrc3wu4","Sisters | Sainma Creations | South Indian Logic","2024-10-20T09:36:46Z","UCty-cIPbDRvR1csg2VMvNQQ","Sainma Creations","PT26M36S","hd","Entertainment","24.23.10","telugu shortfilms|shortfilms telugu|latest telugu shortfilms|new telugu shortfilms|trending telugu shortfilms|telugu webseries|webseries telugu|latest telugu webseries|teluguwebseries 2024|telugu shortfilms 2024|2024 telugu shortfilms|shortfilms new telugu|webseries telugu latest|telugu webseries new|shortfilms new 2024|webseries telugu new|new telugu webseries latest|telugu webseries latest 2024|telugu webseries trending|trending telugu webseries","535094","21837","0","298","https://i.ytimg.com/vi/GmCJhrc3wu4/default.jpg","False","False","False","Order Adivasi Hakki Pikki Neelambari Herbal Hair Oil in Online click this link 👉🏻 https://Adivasiayurvedahairoil.inOrder on WhatsApp or Call to +91 8971079441 , 7338301261 ,  7338301260For Collaborations, Brand Partnerships and movie promotions reach us at brandsforsouthindianlogic@gmail.com Cast: Chandana Payaavula , Jeevan Priya Reddy Written ByChandana Valli Directed By Akash Surathu  Produced By Upendar Reddy Yekkati Dop:Chandu KrrishEditing:Gurram Sai KumarMusic:AkshayAssociate Dop:Srihari NayakAssistant Director:Jaswanth VarmaLine Producer: Mahendar KamiCreative Head: Pavan Publicity Designer : Shyam VeeravalliA @SouthIndianLogic original show.Follow Production IG Handle: https://www.instagram.com/southindianlogic/Dear Girls & Boys, Click the bell icon 🔔 near the Subscribe button on your Mobile app or on YouTube page to get instant notification for all the upcoming episodes of Sainma Creations !!#southindianlogic  #SainmaCreations  #teluguwebseries #telugushortfilms"
"kLCytMTycxI","Race Highlights | 2024 United States Grand Prix","2024-10-20T21:36:00Z","UCB_qr75-ydFVKSF9Dmo6izg","FORMULA 1","PT8M15S","hd","Sports","24.23.10","F1|Formula One|Formula 1|Sports|Sport|Action|GP|Grand Prix|Auto Racing|Motor Racing","4855410","105379","0","7242","https://i.ytimg.com/vi/kLCytMTycxI/default.jpg","False","False","False","Catch up on Formula 1's 12th visit to the Circuit of the Americas as title contenders Max Verstappen and Lando Norris battled to the flag in an intense battle whilst Liam Lawson impressed on his return to the grid!For more F1® videos, visit https://www.Formula1.comFollow F1®:https://www.instagram.com/F1https://www.facebook.com/Formula1/https://www.twitter.com/F1https://www.twitch.tv/formula1https://www.tiktok.com/@f1#F1 #USGP"
"l3zyJnrug0w","SALMAN KHAN AND BIGG BOSS 18 MEMES ARE FUNNY!","2024-10-21T15:37:58Z","UCqJ4x3oLggFz5s6Djg5y7EQ","Thugesh Unfiltered","PT11M42S","hd","Entertainment","24.23.10","thugesh|thugesh gameplay videos|funny gameplay|indian gameplay videos|hindi gameplay videos|thugesh unfiltered|thugesh unfiltered funny|try not to laugh thugesh|funny memes|indian memes|funniest memes|thugesh meme review|instagram memes|instagram meme review|thugesh roast|funny|youtube memes|dank memes|desi memes|SALMAN KHAN|thugesh salman khan|bigg boss 18|salman khan vivek oberoi|bigg biss 18 memes","943932","54133","0","1313","https://i.ytimg.com/vi/l3zyJnrug0w/default.jpg","False","False","False","We react to funniest indian memes and videos from the internet ft salman khan,bigg boss and other funny memes! #salmankhan #biggboss #thugeshreaction ▶️ Main Channel:  @Thugesh 🎙️Vlog Channel: @AsliThugesh 👀Reaction Channel @UnfilteredThugesh 🤏 Shorts Channel: @realthugesh THINGS I USE!Flip glasses I use https://amzn.to/443ufv5Sword I use- https://amzn.to/40B0z5B Best Camera I use - https://amzn.to/40AYFltBest Lens I use- https://amzn.to/41LCFp8                             https://amzn.to/3L5aPgNbest Lights I use - https://amzn.to/42d6VcTBest tube lights I use- https://amzn.to/41yYqZBBest Mic I use- https://amzn.to/41VcGvrBest Tripod I use https://amzn.to/3V5ev71My Watch https://amzn.to/3HacqRl"
"w-9S-NBVXwE","KCR (Keshava Chandra Ramavath) Trailer | Rocking Rakesh, Annanya Krishnan | Anji | Charan Arjun","2024-10-19T06:15:20Z","UCNApqoVYJbYSrni4YsbXzyQ","Aditya Music","PT3M20S","hd","Music","24.23.10","KCR|KCR Songs|KCR Trailer|Keshava Chandra Ramavath|Keshava Chandra Ramavath Movie|Keshava Chandra Ramavath Trailer Keshava Chandra Ramavath Songs|KCR Movie|Rocking Rakesh|Rocking Rakesh Movies|Rocking Rakesh Songs Annanya Krishnan|Annanya Krishnan New Movie|Annanya Krishnan Movies|Charan Arjun|Charan Arjun Songs|Garudavega Anji|Telugu Trailers|Telugu Movies|Latest Telugu Songs|Telugu New Songs|Telugu Songs 2024|Telugu Songs|Aditya Music","803477","24725","0","1243","https://i.ytimg.com/vi/w-9S-NBVXwE/default.jpg","False","False","False","Experience the enchanting village vibe in the #KCR (#KeshavaChandraRamavath) movie trailer, where love unfolds through an emotional journey. Starring Rocking Rakesh and Annanya Krishnan, directed by Anji, with music composed by Charan Arjun.Stay updated with the latest videos, Subscribe on the link - http://bit.ly/adityamusicClick here to share on Facebook- https://bit.ly/3v3iHeg   Movie Name :  KCR (Keshava Chandra Ramavath).Banner : Vibudhi CreationsCast : Rocking Rakesh, Annanya KrishnanScreenplay, Writing Producer : Rocking RakeshCinematography & Director : 'Garudavega' Anji Music Director : Telangana Maestro 'Charan Arjun'Editor : MadhuArt Director : Mahesh Ballant Dialogues : Raj Kumar Kusuma Chief Co-Director : Hemant Co Director : Rama Rao, Undravatti NagarajuManager : Ganesh Nayak Executive Producer : Mudigonda SaikumarPRO :Vamsi ShekarAudio On Aditya Music #KCRmovie #Keshavachandraramavathmovie #KeshavChandraRamavathTrailer #RockingRakesh #AnnanyaKrishnan #CharanArjun #Telugutrailers #TeluguSongs #LatestTeluguSongs #TeluguMovies #AdityaMusic ------------------------------------------------------------------------------------------Enjoy and stay connected with us!!►Subscribe us on Youtube: http://bit.ly/adityamusic►Like us on Facebook: http://www.facebook.com/adityamusic►Follow us on Twitter: http://www.twitter.com/adityamusic►Follow us on Instagram: https://www.instagram.com/adityamusicindia►Follow us on LinkedIn: http://bit.ly/2Pp6ze3SUBSCRIBE Aditya Music Channels for unlimited entertainment:►For South Indian Dubbed Movies in HD: http://www.youtube.com/Adityamovies►For Songs with Telugu Lyrics: https://bit.ly/3cpQuFH►For Devotional Songs: http://www.youtube.com/AdityaDevotional→Tollywood Trending Telugu Songs-https://bitly.ws/X46T→Top 100 Best Songs Of All Time -https://bitly.ws/YsqP→మా పాట మీ నోట Telugu Lyrical Songs https://www.youtube.com/@maapaatameenotaoffl→Latest Tollywood Lyric Video Songs - http://bit.ly/1Km97mg→Ever Green Classics - https://goo.gl/1fZEDy→Popular Jukeboxes - https://goo.gl/LNvAIo→Telugu Songs with Lyrics - https://goo.gl/7ZmgWT© 2024 Aditya Music India Pvt. Ltd."
"3a2u8rF9Qro","Ye Rishta Kya Kehlata Hai: OMG! अभिरा को प्रेगनेंसी के चलते आया चक्कर, अरमान को पता चल गया सब सच?","2024-10-21T07:15:07Z","UCCaJ-4eia53A8FcZD-KwaeA","Saas Bahu aur Saazish","PT5M29S","hd","Entertainment","24.23.10","saas bahu aur saazish|saas bahu aur saazish todays episode|serial updates saas bahu aur saazish|saas bahu aur saazish entertainment news|entertainment news|tv serials news|tv soaps updates|saas bahu aur saazish abp news","578784","4574","0","196","https://i.ytimg.com/vi/3a2u8rF9Qro/default.jpg","False","False","False","#yrkkh #yehrishtakyakehlatahai #abhimanyuakshara #pranalirathod #harshadchopda #saasbahuaursaazish #aditiarorasawant #tvserialupdates Ye Rishta Kya Kehlata Hai: OMG! अभिरा को प्रेगनेंसी के चलते आया चक्कर, अरमान को पता चल गया सब सच? Watch Saas Bahu aur Saazish (SBS) on ABP News daily at 2:30 PM to know what's happening in Indian television and bollywood industry with Aditi Arora Sawant. Presenting you the latest updates and daily dose of entertainment in the form of star cast interviews, gossips, updates of reality shows, behind the scenes, twist in serials. Join the non stop entertainment with Saas Bahu aur Saazish for all the cool and juicy news.टेलीविजन और बॉलीवुड इंडस्ट्री के बारे में जानने के लिए एबीपी न्यूज़ पर देखिये सास बहु और साज़िश (एसबीएस) अदिति रॉव सावंत के साथ  रोज़ाना 2:30 बजे। एसबीएस पेश करता है स्टार कास्ट के इंटरव्यू, रियलिटी शो के अपडेट, सीरियल्स के नए मोड़, परदे के पीछे की कुछ गपशप और भी बहुत कुछ। नॉन स्टॉप मनोरंजन के लिए शामिल हों सास बहू और साज़िश के साथ। For your daily dose of Entertainment, you can subscribe to our channel on YouTube: https://www.youtube.com/user/sbsabpnewsABP Hindi: http://abpnews.abplive.in/ABP English: http://www.abplive.in/Download ABP App for Apple: https://itunes.apple.com/in/app/abp-live-abp-news-abp-ananda/id811114904?mt=8Download ABP App for Android: https://play.google.com/store/apps/details?id=com.winit.starnews.hin&hl=enSocial Media Handles:Twitter : https://twitter.com/SBSABPNewsFacebook : https://www.facebook.com/saasbahuaursaazishGoogle+ : https://plus.google.com/u/2/+sbsabpnewsInstagram : https://www.instagram.com/sbsabpnews/"
"gRi1LAZTMxg","సర్పంచ్ బిడ్డను లేపుకపోతే😎| village comedy | 5star channel | Laxmi Srikanth videos","2024-10-20T04:11:56Z","UChpUSSTjbH8Ou8wz7wpkCTg","5 STAR","PT19M1S","hd","Entertainment","24.23.10","[none]","224619","7269","0","205","https://i.ytimg.com/vi/gRi1LAZTMxg/default.jpg","False","False","False","Direction & Management, : 5 Star Laxmi,srikanth,AnilStory:Raju ✍️Editing: 5 Star Srikanth ✨Camera : Anil ThirumaleshCasting: 5star laxmi , anil ,srikanth , raju , siri,thirumal,Laddu ,ramya,malathi,jashwanth,swamyOur Village LocationVillage : Kondapur & AmbaripetMandal : VelgatoorDistrict : JagityalState : Telangana.........................................................................................................................#5strachannel #5Staratoz#bonalu#pochammabonalu#pochammajathara#LaxmiVideos#Pellamthagikodithe#5starchannel #emotional #telugu news channel #telugu #newcomedyvideos#Teluguemotional#sentimental #trending #5StarAtoZ#thagubothuramesh #comedyvideo #01trendingvideos #entertainmentvideos #02trendingvideos #5Starchannelvideos#01trendingvideosc#Newlovestorys#Telugulovestroys#Entertainmentvideos#Comedyvideos#NewTrendingVideos#SrikanthVideos#5StarNewVideos#FullEmotionalvideo#thagubothulu#comedy #trending #entertainmentvideos#5starcomedyshorts #love #lovereading"
